target_name	target_accession	tlen	query_name	accession	qlen	E-value	score1	bias1	#	of	c-Evalue	i-Evalue	score	bias	hmmfrom	hmmto	alifrom	alito	envfrom	envto	acc	description_of_target	species
CCO37445.1	-	445	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.5e-129	443.7	43.0	1	2	8.6e-67	1.3e-61	222.2	18.2	6	182	11	186	6	186	0.96	Putative endoglucanase type K [Rhizoctonia solani AG-1 IB]	Rhizoctonia solani AG-1 IB
CCO37445.1	-	445	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.5e-129	443.7	43.0	2	2	2.4e-68	3.7e-63	227.3	16.8	3	182	226	404	224	404	0.95	Putative endoglucanase type K [Rhizoctonia solani AG-1 IB]	Rhizoctonia solani AG-1 IB
CCO33791.1	-	468	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.3e-126	432.8	41.5	1	2	1.7e-63	2.6e-58	211.5	16.7	6	173	11	177	6	182	0.96	Putative endoglucanase type K [Rhizoctonia solani AG-1 IB]	Rhizoctonia solani AG-1 IB
CCO33791.1	-	468	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.3e-126	432.8	41.5	2	2	2.6e-68	4.1e-63	227.2	16.8	3	182	249	427	247	427	0.95	Putative endoglucanase type K [Rhizoctonia solani AG-1 IB]	Rhizoctonia solani AG-1 IB
KAE8740030.1	-	266	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.4e-126	432.1	44.2	1	2	3.3e-43	5.2e-38	145.4	17.6	14	98	4	88	1	89	0.97	endo-beta-1,4-glucanase [Frankliniella occidentalis]	Frankliniella occidentalis
KAE8740030.1	-	266	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.4e-126	432.1	44.2	2	2	8.9e-90	1.4e-84	297.1	20.1	17	176	84	243	83	249	0.98	endo-beta-1,4-glucanase [Frankliniella occidentalis]	Frankliniella occidentalis
KAE8749132.1	-	277	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	9.2e-115	395.5	21.7	1	2	3e-97	4.7e-92	321.5	15.4	2	173	10	184	9	185	0.98	endo-beta-1,4-glucanase [Frankliniella occidentalis]	Frankliniella occidentalis
KAE8749132.1	-	277	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	9.2e-115	395.5	21.7	2	2	9.6e-23	1.5e-17	78.7	0.4	133	182	185	234	184	234	0.98	endo-beta-1,4-glucanase [Frankliniella occidentalis]	Frankliniella occidentalis
CAG9830086.1	-	422	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.1e-101	351.0	27.2	1	2	5.9e-55	9.1e-50	183.7	8.0	15	179	17	180	6	184	0.94	unnamed protein product, partial [Diabrotica balteata]	Diabrotica balteata
CAG9830086.1	-	422	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.1e-101	351.0	27.2	2	2	8e-52	1.3e-46	173.4	11.1	16	182	210	378	197	378	0.92	unnamed protein product, partial [Diabrotica balteata]	Diabrotica balteata
KAJ8502784.1	-	518	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.3e-99	346.1	30.7	1	2	1.6e-62	2.5e-57	208.3	13.1	11	182	12	180	4	180	0.92	hypothetical protein ONZ45_g11439 [Pleurotus djamor]	Pleurotus djamor
KAJ8502784.1	-	518	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.3e-99	346.1	30.7	2	2	3.1e-45	4.8e-40	152.0	9.6	43	181	299	435	267	436	0.92	hypothetical protein ONZ45_g11439 [Pleurotus djamor]	Pleurotus djamor
KAH0999840.1	-	422	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.1e-97	339.9	32.1	1	2	2.4e-42	3.7e-37	142.6	9.4	3	144	9	149	4	155	0.89	hypothetical protein HUJ04_005330 [Dendroctonus ponderosae]	Dendroctonus ponderosae
KAH0999840.1	-	422	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.1e-97	339.9	32.1	2	2	6e-61	9.3e-56	203.2	14.7	14	181	210	377	198	378	0.94	hypothetical protein HUJ04_005330 [Dendroctonus ponderosae]	Dendroctonus ponderosae
CAE6465770.1	-	368	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.3e-97	337.9	42.4	1	3	7e-33	1.1e-27	111.7	13.3	5	112	10	117	6	119	0.94	unnamed protein product [Rhizoctonia solani]	Rhizoctonia solani
CAE6465770.1	-	368	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.3e-97	337.9	42.4	2	3	0.067	1e+04	10.8	0.0	133	149	119	135	117	144	0.86	unnamed protein product [Rhizoctonia solani]	Rhizoctonia solani
CAE6465770.1	-	368	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.3e-97	337.9	42.4	3	3	3.6e-67	5.7e-62	223.4	18.0	3	182	149	327	143	327	0.95	unnamed protein product [Rhizoctonia solani]	Rhizoctonia solani
XP_034236588.1	-	240	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.5e-97	337.8	18.4	1	1	3.6e-102	5.6e-97	337.5	18.4	1	182	13	197	13	197	0.99	endoglucanase-5-like [Thrips palmi]	Thrips palmi
XP_026289264.1	-	236	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4e-96	334.7	15.0	1	1	3.1e-101	4.9e-96	334.5	15.0	2	182	10	193	9	193	0.98	endoglucanase isoform X2 [Frankliniella occidentalis]	Frankliniella occidentalis
KAJ1518777.1	-	221	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.4e-94	329.8	15.0	1	1	1.1e-99	1.6e-94	329.5	15.0	9	182	4	177	1	177	0.98	hypothetical protein ONE63_011613 [Megalurothrips usitatus]	Megalurothrips usitatus
XP_034233350.1	-	315	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.1e-93	326.8	19.3	1	1	9.3e-99	1.5e-93	326.4	19.3	2	182	14	196	13	196	0.98	endoglucanase-like [Thrips palmi]	Thrips palmi
KAJ1531874.1	-	231	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.7e-91	319.0	19.2	1	1	2.2e-96	3.4e-91	318.7	19.2	10	182	17	189	9	189	0.96	hypothetical protein ONE63_000523 [Megalurothrips usitatus]	Megalurothrips usitatus
KAJ3127729.1	-	568	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	7.5e-90	314.3	38.9	1	2	4.5e-46	7e-41	154.7	13.1	5	138	10	146	5	150	0.91	hypothetical protein HK100_009571 [Physocladia obscura]	Physocladia obscura
KAJ3127729.1	-	568	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	7.5e-90	314.3	38.9	2	2	6e-52	9.4e-47	173.9	17.8	27	181	152	307	149	308	0.95	hypothetical protein HK100_009571 [Physocladia obscura]	Physocladia obscura
CAG9829867.1	-	384	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	6.9e-89	311.2	23.3	1	2	7.3e-38	1.1e-32	128.0	4.9	16	144	31	161	23	170	0.91	unnamed protein product [Diabrotica balteata]	Diabrotica balteata
CAG9829867.1	-	384	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	6.9e-89	311.2	23.3	2	2	1.2e-56	1.8e-51	189.2	10.4	15	182	177	344	167	344	0.94	unnamed protein product [Diabrotica balteata]	Diabrotica balteata
XP_052129752.1	-	339	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.1e-88	307.7	22.9	1	1	5.2e-93	8.1e-88	307.7	22.9	14	182	4	172	1	172	0.98	uncharacterized protein LOC113213214 [Frankliniella occidentalis]	Frankliniella occidentalis
D3GDK4.1	-	225	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.9e-83	292.1	18.6	1	1	4.2e-88	6.5e-83	291.7	18.6	4	181	4	180	1	181	0.94	RecName: Full=Endoglucanase; AltName: Full=CaCel; AltName: Full=Cellulase; AltName: Full=Endo-beta-1,4-glucanase; Flags: Precursor [Cryptopygus antarcticus]	Cryptopygus antarcticus
5H4U_A	-	231	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.4e-83	292.0	18.6	1	1	4.6e-88	7.1e-83	291.6	18.6	4	181	4	180	1	181	0.94	Crystal structure of cellulase from Antarctic springtail, Cryptopygus antarcticus [Cryptopygus antarcticus]	Cryptopygus antarcticus
CAG9766808.1	-	455	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.7e-81	287.0	30.0	1	2	9.8e-44	1.5e-38	147.1	12.4	15	172	27	188	9	195	0.90	unnamed protein product [Ceutorhynchus assimilis]	Ceutorhynchus assimilis
CAG9766808.1	-	455	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.7e-81	287.0	30.0	2	2	2.5e-43	3.8e-38	145.8	9.6	16	182	247	417	238	417	0.92	unnamed protein product [Ceutorhynchus assimilis]	Ceutorhynchus assimilis
CAF0980402.1	-	511	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.1e-75	268.1	26.2	1	2	4.9e-50	7.6e-45	167.6	15.1	15	143	249	377	236	379	0.93	unnamed protein product [Adineta steineri]	Adineta steineri
CAF0980402.1	-	511	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.1e-75	268.1	26.2	2	2	1e-33	1.6e-28	114.5	3.3	88	181	378	469	377	470	0.96	unnamed protein product [Adineta steineri]	Adineta steineri
ABU49185.2	-	340	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	5.1e-67	239.9	13.7	1	1	7e-72	1.1e-66	238.8	13.7	15	182	133	298	126	298	0.97	endoglucanase [Syncephalastrum racemosum]	Syncephalastrum racemosum
KAI9285223.1	-	333	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.5e-66	238.3	21.5	1	1	9.9e-72	1.5e-66	238.3	21.5	12	182	124	292	111	292	0.96	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Umbelopsis sp. AD052]	Umbelopsis sp. AD052
CDH59676.1	-	412	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.7e-66	238.2	15.0	1	1	1.1e-71	1.7e-66	238.2	15.0	15	182	206	371	195	371	0.97	partial [Lichtheimia corymbifera JMRC:FSU:9682]	Lichtheimia corymbifera JMRC:FSU:9682
KAJ2958807.1	-	331	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.2e-66	237.8	17.4	1	1	2.6e-71	4e-66	237.0	17.4	13	182	122	289	112	289	0.95	hypothetical protein NQZ79_g5641 [Umbelopsis isabellina]	Umbelopsis isabellina
KAJ8663728.1	-	411	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	2.3e-66	237.7	15.1	1	1	1.5e-71	2.3e-66	237.7	15.1	15	182	205	370	193	370	0.96	hypothetical protein O0I10_000977 [Lichtheimia ornata]	Lichtheimia ornata
CDS09500.1	-	410	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	3.5e-66	237.2	16.3	1	1	2.2e-71	3.5e-66	237.2	16.3	16	182	205	369	191	369	0.96	hypothetical protein LRAMOSA10860 [Lichtheimia ramosa]	Lichtheimia ramosa
KAG2172547.1	-	347	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	4.6e-66	236.8	20.7	1	1	3e-71	4.6e-66	236.8	20.7	14	182	140	306	125	306	0.95	hypothetical protein INT44_002562 [Umbelopsis vinacea]	Umbelopsis vinacea
KAF5102768.1	-	477	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	8.3e-66	235.9	14.9	1	1	5.3e-71	8.3e-66	235.9	14.9	15	182	270	436	261	436	0.96	hypothetical protein D0Z00_000260 [Geotrichum candidum]	Geotrichum candidum
CAF0907758.1	-	294	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	9.5e-66	235.7	16.5	1	1	9.2e-71	1.4e-65	235.2	16.5	14	181	86	252	73	253	0.95	unnamed protein product [Didymodactylos carnosus]	Didymodactylos carnosus
KAI8058886.1	-	335	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.2e-65	235.5	16.2	1	1	7.5e-71	1.2e-65	235.5	16.2	15	182	129	294	122	294	0.97	RlpA-like double-psi beta-barrel-protein domain-containing protein-containing protein [Thamnidium elegans]	Thamnidium elegans
XP_051440551.1	-	409	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.2e-65	235.4	20.1	1	1	7.6e-71	1.2e-65	235.4	20.1	15	182	203	368	191	368	0.96	uncharacterized protein K450DRAFT_215568 [Umbelopsis ramanniana AG]	Umbelopsis ramanniana AG
KAI7876840.1	-	400	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.2e-65	235.4	14.9	1	1	7.6e-71	1.2e-65	235.4	14.9	15	182	194	359	182	359	0.97	endoglucanase [Lichtheimia hyalospora FSU 10163]	Lichtheimia hyalospora FSU 10163
CAF4717566.1	-	214	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.4e-65	235.2	17.0	1	1	1.1e-70	1.7e-65	235.0	17.0	16	181	8	172	1	173	0.96	unnamed protein product, partial [Rotaria sp. Silwood2]	Rotaria sp. Silwood2
KAG2232456.1	-	369	GCF_012932325.1;XP_034233350.1;HGT_(17,195)	-	182	1.5e-65	235.1	16.2	1	1	9.6e-71	1.5e-65	235.1	16.2	15	182	163	328	156	328	0.97	hypothetical protein INT48_005173 [Thamnidium elegans]	Thamnidium elegans
